name,style,abv,ibu,brewer_name,tipo
Big Jack Horner,British-Style Barley Wine Ale,11.2,40.0,Rockford Brewing Company,Ale
Big John,American-Style Imperial Stout,11.5,60.0,Goose Island Beer Company,Stout
Big Mistake (Yellow Rose 5 Year Whiskey),American-Style Imperial Stout,12.3,60.0,11 Below Brewing,Stout
Big Pippin,Other Specialty Cider or Perry,13.6,52.5,Two Rivers Cider Company,Fruit
Big Poppa,American-Style Imperial Stout,15.0,60.0,J. Wakefield Brewing,Stout
Big Slick American Barleywine Ale,American-Style Barley Wine Ale,11.9,40.0,Midnight Sun Brewing Company,Ale
Big Worse,British-Style Barley Wine Ale,12.0,70.0,Mikkeller,Ale
Big Worster,American-Style Barley Wine Ale,18.9,40.0,Mikkeller,Ale
Bigfoot Barrel-Aged,American-Style Barley Wine Ale,11.8,40.0,Sierra Nevada Brewing Company,Ale
Biggest Toad's IIIPA,Imperial or Double India Pale Ale,12.0,40.0,Ellison Brewery and Spirits,India Pale Ale
Billionaire,British-Style Barley Wine Ale,12.0,40.0,Clown Shoes Beer,Ale
Bink Grand Cru,Belgian-Style Dark Strong Ale,13.0,40.0,Brouwerij Kerkom,Ale
Birds Fly South Bourbon Barrel Aged Wolves In the Piano,American-Style Imperial Stout,14.0,60.0,Birds Fly South,Stout
Birthday Bomb,American-Style Imperial Stout,13.0,65.0,Prairie Artisan Ales,Stout
Bishop's Barrel No. 1,British-Style Imperial Stout,12.0,49.0,Saint Arnold Brewing Company,Stout
Bishop's Barrel No. 17,Adambier,13.2,30.0,Saint Arnold Brewing Company,Ale
Bishop’s Barrel No 18,Old Ale,12.8,25.0,Saint Arnold Brewing Company,Ale
Bitch Please,Wood- and Barrel-Aged Beer,11.5,60.0,BrewDog,Stout
Black,British-Style Imperial Stout,17.5,60.0,Mikkeller,Stout
Black & Tackle - Barrel Aged,American-Style Imperial Stout,11.6,60.0,Bad Apple Brewhouse,Stout
Black Agnes,Other Fruit Melomel,14.0,17.0,Schramm's Mead,Fruit
Black Albert,American-Style Imperial Stout,13.0,60.0,De Struise,Stout
Black Butte 3,Wood- and Barrel-Aged Dark Beer,12.6,52.0,Deschutes Brewery,Stout
Black Butte XXIX,American-Style Imperial Porter,12.0,55.0,Deschutes Brewery,Porter
Black Butte XXV,American-Style Imperial Porter,11.3,64.0,Deschutes Brewery,Porter
Black Fist,Wood- and Barrel-Aged Dark Beer,26.1,60.0,Mikkeller,Stout
Black Friday,Belgian-Style Pale Strong Ale,11.5,40.0,Free Will Brewing Company,Ale
Black Hole,American-Style Imperial Stout,13.1,60.0,Mikkeller,Stout
Black Hole Sun,American-Style Imperial Stout,15.0,60.0,Black Market Brewing Company,Stout
Black Magick,American-Style Imperial Stout,15.0,60.0,Voodoo Brewing Company,Stout
Black Mask,American-Style Imperial Stout,12.0,60.0,Jackie O's Pub and Brewery,Stout
Black Note Bourbon Barrel Aged Stout,American-Style Stout,11.5,60.0,Bell's Brewery,Stout
Black Pearl,American-Style Imperial Porter,12.3,30.0,Maui Brewing Co.,Porter
Black Tokyo Horizon,American-Style Imperial Stout,16.0,100.0,Nøgne Ø,Stout
Black Tuesday,American-Style Imperial Stout,19.7,100.0,The Bruery,Stout
Black Tuesday - Rum Barrel-Aged,American-Style Imperial Stout,19.7,100.0,The Bruery,Stout
Blackberry Cinnamon Honey Wine,American-Style Barley Wine Ale,17.5,40.0,Wasserhund Brewing Company,Ale
Blackberry Mead,Dry Mead,12.5,1.0,Starrlight Mead,Mead
Blackfin,American-Style Barley Wine Ale,12.0,40.0,Reaver Beach Brewing Company,Ale
Blaecorn Unidragon,American-Style Imperial Stout,11.5,60.0,Clown Shoes Beer,Stout
Blantons Barrel Aged Scotch Ale,Scotch Ale,11.3,40.0,Sierra Nevada Brewing Company,Ale
Blasphemy,Other Belgian-Style Ales,11.8,40.0,Weyerbacher Brewing Company,Ale
Blast Strawberry Lemonade,Flavored Malt Beverage,12.0,17.0,Pabst Brewing Company,Lager
Blaze,Flavored Malt Beverage,14.0,17.0,Drink Four Brewing Company,Lager
"Blood Lust Aged In Bourbon Barrels with Cacao Nibs, Habaneros, Cinnamon Sticks & Vanilla Beans",American-Style Imperial Stout,16.5,60.0,Spring House Brewing Company,Stout
Blood Lust Aged In Jamaican Rum Barrels With Coffee Beans And Cacao Nibs,American-Style Imperial Stout,16.2,60.0,Spring House Brewing Company,Stout
Blood Lust aged In Rum Barrels with Cacao Nibs and Jalapenos,American-Style Imperial Stout,15.9,60.0,Spring House Brewing Company,Stout
Blue Bbls,Wood- and Barrel-Aged Sour Beer,15.9,60.0,The Bruery,Ale
Blue Honey Melomel,Semi-Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Blueberry Apple Mead,Sweet Mead,14.0,1.0,Confliction Meadery,Mead
Blueberry Chai,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Blueberry Eisbock,Fruit Beer,15.5,17.0,Kuhnhenn Brewing,Fruit
Blueberry Honey Wine,Semi-Sweet Mead,12.5,1.0,Louisville Mead Co.,Mead
Blueberry Mead,Sweet Mead,12.0,1.0,New Day Meadery,Mead
Blueberry Obsession,American-Style Imperial Stout,11.5,60.0,Lickinghole Creek Craft Brewery,Stout
Bo & Luke,American-Style Imperial Stout,13.0,83.0,Against The Grain Brewery,Stout
"Bo & Luke (Ancho, Pasilla, Mulato, Guajillo and Chipotle Pepper Blend)",American-Style Imperial Stout,13.0,60.0,Against The Grain Brewery,Stout
"Bo & Luke (Elderflower, Violet and Lavender)",American-Style Imperial Stout,13.0,60.0,Against The Grain Brewery,Stout
"Bo & Luke (Fenugreek, Cumin and Black Pepper)",American-Style Imperial Stout,13.0,60.0,Against The Grain Brewery,Stout
Bo & Luke (Sassafras and Radish),American-Style Imperial Stout,13.0,60.0,Against The Grain Brewery,Stout
Bois,Wood- and Barrel-Aged Beer,15.0,60.0,The Bruery,Stout
Bois - Aged in Bourbon,Old Ale,15.0,40.0,The Bruery,Ale
Bois - Aged in Brandy Barrels,Old Ale,15.0,40.0,The Bruery,Ale
Bois - Aged in Rye Whiskey Barrels,Old Ale,15.0,40.0,The Bruery,Ale
Bois - New American Oak Barrels,Old Ale,15.0,40.0,The Bruery,Ale
Bois Fumé,Wood- and Barrel-Aged Beer,16.2,60.0,The Bruery,Stout
Bolshoi,American-Style Imperial Stout,12.4,124.0,Sixpoint Brewery,Stout
Bomb!,American-Style Imperial Stout,13.0,65.0,Prairie Artisan Ales,Stout
Bomb! Chili,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Bomb! Cocoa Nibs,American-Style Imperial Stout,14.0,60.0,Prairie Artisan Ales,Stout
Bomb! Coffee,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Bomb! Vanilla,American-Style Imperial Stout,14.0,60.0,Prairie Artisan Ales,Stout
Bommen & Granaten,British-Style Barley Wine Ale,15.2,40.0,Brouwerij de Molen,Ale
Border Battle Porter,Brown Porter,81.0,57.0,North River Brewing Company,Porter
Bourbon Barleywine,British-Style Barley Wine Ale,13.3,55.0,Hardywood Park Craft Brewery,Ale
Bourbon Barrel 4 Calling Birds,Belgian-Style Dark Strong Ale,14.8,40.0,The Bruery,Ale
Bourbon Barrel 4D,Strong Ale,14.0,40.0,Kuhnhenn Brewing,Ale
Bourbon Barrel Abominable,Wood- and Barrel-Aged Beer,14.0,60.0,Fremont Brewing,Stout
Bourbon Barrel Adoration,Wood- and Barrel-Aged Beer,11.6,60.0,Brewery Ommegang,Stout
Bourbon Barrel Agamemnon,American-Style Imperial Stout,13.2,60.0,Omnipollo,Stout
Bourbon Barrel Aged Batch 600,American-Style Imperial Stout,12.0,60.0,The Livery,Stout
Bourbon Barrel Aged Batch 9000 Ale,Old Ale,14.8,40.0,Bell's Brewery,Ale
Bourbon Barrel Aged Cherry Cacao Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Bourbon Barrel Aged Chocolate Barleywine,British-Style Barley Wine Ale,13.1,40.0,Moody Tongue Brewing Company,Ale
Bourbon Barrel Aged Chump Change,Other Belgian-Style Ales,11.4,40.0,Oak Highlands Brewery,Ale
Bourbon Barrel Aged Coffee & Hazelnut Stout,Specialty Stouts,12.0,60.0,Griffin Claw Brewing Company,Special
Bourbon Barrel Aged Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Bourbon Barrel Aged Dark Lord (Pappy Van Winkle),American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Bourbon Barrel Aged Dark Lord De Muerte,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Bourbon Barrel Aged Dark Seas,Wood- and Barrel-Aged Beer,11.3,60.0,Mission Brewery,Stout
"Bourbon Barrel Aged Dark Star ""Coffee Edition""",Wood- and Barrel-Aged Dark Beer,14.5,50.0,Fremont Brewing,Stout
Bourbon Barrel Aged Double Scottish Ale,Scottish-Style Heavy Ale,11.4,32.0,Shipyard Brewing,Ale
Bourbon Barrel Aged Franxis,American-Style Imperial Stout,11.7,60.0,Porchlight Brewing Co.,Stout
Bourbon Barrel Aged Hellfighter Release #1 - BBH,American-Style Imperial Porter,11.5,85.0,Karbach Brewing Company,Porter
Bourbon Barrel Aged Imperial Stout,American-Style Imperial Stout,11.2,70.0,SweetWater Brewing Company,Stout
Bourbon Barrel aged Imperial Stout,American-Style Imperial Stout,12.0,60.0,America's Brewing Company,Stout
Bourbon Barrel Aged Indignant Imperial Stout,American-Style Imperial Stout,12.5,60.0,Haymarket Pub & Brewery,Stout
Bourbon Barrel Aged Leon Russian Imperial Stout,Wood- and Barrel-Aged Dark Beer,12.8,60.0,Neshaminy Creek Brewing Company,Stout
Bourbon Barrel Aged Pumpkin Ale,Wood- and Barrel-Aged Beer,12.0,60.0,Thirsty Dog Brewing Company,Stout
Bourbon Barrel Aged Putin's Revenge,Wood- and Barrel-Aged Strong Beer,15.5,60.0,Southerleigh Fine Food and Brewery,Ale
Bourbon Barrel Aged Pyrolysis Imperial Stout,Wood- and Barrel-Aged Strong Beer,11.2,60.0,Top Rung Brewing Company,Ale
Bourbon Barrel Aged Quad,Belgian-Style Quadrupel,11.5,25.0,Funkwerks,Trappist
Bourbon Barrel Aged Smashed Pumpkin,Wood- and Barrel-Aged Beer,11.4,35.0,Shipyard Brewing,Stout
Bourbon Barrel Aged Three Philosophers,Belgian-Style Quadrupel,11.4,25.0,Brewery Ommegang,Trappist
Bourbon Barrel Aged Trippel Weizenbock,South German-Style Weizenbock / Weissbock,12.5,13.0,The Livery,Wheat
Bourbon Barrel Aged Tsar Bomba,Wood- and Barrel-Aged Beer,12.0,60.0,Gravity Brewing,Stout
Bourbon Barrel Aged Umami,American-Style Wheat Wine Ale,12.0,13.0,The Livery,Ale
Bourbon Barrel Aged Vanilla Bean Dark Lord (Marshmallow Handjee),American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Bourbon Barrel American Imperial Stout,Wood- and Barrel-Aged Strong Beer,12.9,60.0,Kuhnhenn Brewing,Ale
Bourbon Barrel Apple Pie,Open Category Mead,15.0,1.0,Brothers Drake Meadery,Mead
Bourbon Barrel BarleyWine,Wood- and Barrel-Aged Strong Beer,14.0,42.0,The ChopHouse & Brewery,Ale
Bourbon Barrel Barleywine,American-Style Barley Wine Ale,14.0,40.0,Kuhnhenn Brewing,Ale
Bourbon Barrel Black Smoke Imperial Stout,Wood- and Barrel-Aged Strong Beer,11.2,60.0,Wild Woods Brewery,Ale
Bourbon Barrel Blueberry Obsession,American-Style Imperial Stout,13.5,60.0,Lickinghole Creek Craft Brewery,Stout
Bourbon Barrel Brick Kiln,Wood- and Barrel-Aged Strong Beer,11.8,60.0,Jackie O's Pub and Brewery,Ale
Bourbon Barrel Burly Barleywine,American-Style Barley Wine Ale,15.0,40.0,West Sixth Brewing,Ale
Bourbon Barrel Champion Ground,American-Style Imperial Stout,12.0,60.0,Jackie O's Pub and Brewery,Stout
Bourbon Barrel Coffee Imperial Stout,Specialty Stouts,12.0,60.0,Griffin Claw Brewing Company,Special
Bourbon Barrel Coffee Obsession,American-Style Imperial Stout,13.5,60.0,Lickinghole Creek Craft Brewery,Stout
Bourbon Barrel Dark Apparition,Wood- and Barrel-Aged Strong Beer,11.5,60.0,Jackie O's Pub and Brewery,Ale
Bourbon Barrel Deliverance,American-Style Brown Ale,14.3,40.0,Arcadia Ales,Ale
Bourbon Barrel Doppelbock,Wood- and Barrel-Aged Beer,13.0,60.0,Blue Stallion Brewing Company,Stout
Bourbon Barrel Double Deadeye (2014),Imperial Stout,14.0,65.0,Triton Brewing Company,Stout
Bourbon Barrel Dragonslayer,American-Style Imperial Stout,12.5,60.0,Middle Ages Brewing Company,Stout
Bourbon Barrel Hellfighter Release #5 - BBH,American-Style Imperial Porter,11.5,85.0,Karbach Brewing Company,Porter
Bourbon Barrel Hypnopompa,American-Style Imperial Stout,13.2,60.0,Omnipollo,Stout
Bourbon Barrel Imperial Stout,Specialty Stouts,12.0,60.0,Griffin Claw Brewing Company,Special
Bourbon Barrel Oil of Aphrodite With Coffee,American-Style Imperial Stout,11.5,60.0,Jackie O's Pub and Brewery,Stout
Bourbon Barrel Plead the 5th Imperial Stout,American-Style Imperial Stout,12.0,60.0,Dark Horse Brewing Company,Stout
Bourbon Barrel Quad,Belgian-Style Dark Strong Ale,11.8,19.0,Boulevard Brewing Company,Ale
Bourbon Barrel Raspberry Stout,Specialty Stouts,11.5,50.0,Hardywood Park Craft Brewery,Special
Bourbon Barrel Raspberry Stout With Vanilla Beans,American-Style Imperial Stout,12.4,50.0,Hardywood Park Craft Brewery,Stout
Bourbon Barrel Teddy Bear Kisses,American-Style Imperial Stout,11.5,80.0,Upland Brewing Company,Stout
Bourbon Barrel Temptress,Wood- and Barrel-Aged Strong Beer,11.3,56.0,Lakewood Brewing Company,Ale
Bourbon Barrel Three Chopt Tripel,Wood- and Barrel-Aged Beer,11.3,60.0,Lickinghole Creek Craft Brewery,Stout
Bourbon Barrel Three Tine Tripel (2017),Barrel Aged Tripel,15.0,23.0,Triton Brewing Company,Trappist
Bourbon Barrel Vanilla & Coffee Bean Dark Apparition,American-Style Imperial Stout,11.5,60.0,Jackie O's Pub and Brewery,Stout
Bourbon Barrel Velocity,Wood- and Barrel-Aged Beer,12.0,60.0,Beer Engineers,Stout
Bourbon County Brand Barleywine,British-Style Barley Wine Ale,12.1,60.0,Goose Island Beer Company,Ale
Bourbon County Brand Barleywine (2014),American-Style Barley Wine Ale,12.3,40.0,Goose Island Beer Company,Ale
Bourbon County Brand Coffee Stout,American-Style Imperial Stout,13.4,60.0,Goose Island Beer Company,Stout
Bourbon County Brand Regal Rye Stout,American-Style Imperial Stout,13.5,60.0,Goose Island Beer Company,Stout
Bourbon County Brand Stout,American-Style Imperial Stout,13.8,60.0,Goose Island Beer Company,Stout
Bourbon County Brand Stout Backyard Rye,Specialty Stouts,12.7,60.0,Goose Island Beer Company,Special
Bourbon County Brand Vanilla Stout,American-Style Imperial Stout,13.0,60.0,Goose Island Beer Company,Stout
Bourbon County Proprietor's,American-Style Imperial Stout,13.2,60.0,Goose Island Beer Company,Stout
Bourbon County Rare,American-Style Imperial Stout,13.0,60.0,Goose Island Beer Company,Stout
Bourbon County Vanilla Rye,American-Style Imperial Stout,13.8,60.0,Goose Island Beer Company,Stout
Bourbon Cru,Belgian-Style Quadrupel,12.0,18.0,Hardywood Park Craft Brewery,Trappist
Bourbon Wee Heavy,Wood- and Barrel-Aged Beer,13.0,60.0,Blue Pants Brewery,Stout
Bozo Beer,Coffee-Flavored Beer,17.2,52.5,Evil Twin Brewing,Special
Braggot,Braggot,12.8,25.0,Kuhnhenn Brewing,Kolsch
Bramble Rye Bourbon County,American-Style Imperial Stout,12.8,60.0,Goose Island Beer Company,Stout
Brandy Barrel Aged Double Brown,American-Style Brown Ale,12.5,15.0,Odell Brewing Company,Ale
Brandy Barrel Aged Vanilla Bean Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Brandy Barrel-Aged Framinghammer,Baltic-Style Porter,11.7,45.0,Jack's Abby Brewing,Porter
Bravo,American-Style Brown Ale,13.5,44.0,Firestone Walker Brewing Company,Ale
Break In the Law,American-Style Imperial Stout,14.0,60.0,Alltech Lexington Brewing and Distilling Company,Stout
Brett Hop'solutely,Brett Beer,11.5,80.0,Fegley's Brew Works,India Pale Ale
Brew Bubba Wheat,Light American Wheat Ale or Lager with Yeast,12.5,65.0,Texas Big Beer Brewery,Lager
Brewdog VS Beavertown: Coffee & Cigarettes,American-Style Imperial Stout,12.1,60.0,BrewDog,Stout
Brewery Maker,American-Style Barley Wine Ale,13.5,40.0,Jack's Abby Brewing,Ale
Brewmance,American-Style Imperial Stout,11.2,60.0,Omnipollo,Stout
Brian,American-Style Imperial Porter,12.3,34.0,Mikkeller,Porter
Brick Kiln with Nuts,American-Style Barley Wine Ale,11.5,40.0,Jackie O's Pub and Brewery,Ale
Bride Maker,Wood- and Barrel-Aged Strong Beer,13.0,60.0,Jack's Abby Brewing,Ale
Bring Out Your Dead,American-Style Imperial Stout,12.2,60.0,Bellwoods Brewery,Stout
Brioso Coffee,Open Category Mead,12.0,1.0,Brothers Drake Meadery,Mead
Bro. Obscurite,Imperial Dark Sour (Fruited),15.0,17.0,Long Beach Beer Lab,Ale
Broken Keg Ice Bock,Ordinary Bitter,15.0,37.0,Port Brewing Company,Bitter
Brother Aaron's Quadrupel,Belgian-Style Quadrupel,12.0,25.0,Abbey Brewing Co,Trappist
Bruja,Pumpkin Beer,12.0,30.0,Excel Brewing Company,Pumpkin
Brute's Quad,Belgian-Style Quadrupel,11.5,28.0,Willoughby Brewing Company,Trappist
Buddha Nuvo,French & Belgian-Style Saison,12.0,55.0,Rockyard Brewing Company,Session
Buffalo Imperial Stout,American-Style Imperial Stout,11.5,60.0,Griffin Claw Brewing Company,Stout
Bush/Scaldis Prestige de Nuits,Belgian-Style Dark Strong Ale,13.0,40.0,Brasserie Dubuisson,Ale
C.R.E.A.M,American-Style Imperial Stout,12.8,60.0,Hangar 24 Craft Brewery,Stout
Cabernet Cask Imperial Stout,American-Style Imperial Stout,13.2,20.0,Boulevard Brewing Company,Stout
Cabra Perdida,American-Style Imperial Stout,11.2,60.0,Greenbush Brewing Co,Stout
Cacaonut,Wood- and Barrel-Aged Strong Beer,15.6,60.0,The Bruery,Ale
Caesar's Gimp,Imperial Red Ale,13.2,35.0,Perrin Brewing Company,Ale
Cafe Amsterdam's 10th Anniversary Gruit,Fruit Beer,12.0,17.0,Midnight Sun Brewing Company,Fruit
California Gold,Dry Mead,13.0,1.0,San Francisco Mead Company,Mead
Callipygian,American-Style Imperial Stout,17.5,60.0,Avery Brewing Company,Stout
Can Can,Belgian-Style Quadrupel,13.0,25.0,Westbrook Brewing Company,Trappist
Cap-Lifter Quad,Belgian-Style Quadrupel,15.5,25.0,Market Garden Brewery,Trappist
Carolus Magnus,Belgian-Style Quadrupel,14.0,25.0,Olde Hickory Brewery,Trappist
Cascadian Pale Ale,American-Style Pale Ale,12.0,40.0,Beer Engineers,Ale
Cassowary,Oatmeal Stout,13.0,60.0,Hardywood Park Craft Brewery,Stout
Cavernous Barrel Aged,American-Style Imperial Stout,12.5,60.0,Weathered Souls Brewing Co.,Stout
CCC Distraction,Other Specialty Cider or Perry,14.5,52.5,Colorado Cider Company,Fruit
Cedar Cognac Oil Spiller,American-Style Imperial Stout,11.9,60.0,Hopcat,Stout
Celebration Dubbel,Belgian-Style Dubbel,12.0,25.0,Rockmill Brewery,Trappist
Cellar Cuvee 11,Wood- and Barrel-Aged Beer,11.6,60.0,Jackie O's Pub and Brewery,Stout
Cham'Pain Domain,Other Strong Ale or Lager,14.0,46.0,Dogfish Head Craft Brewery,Ale
Chaos Chaos Russian Imperial Stout,British-Style Imperial Stout,11.2,60.0,Marshall Wharf Brewing Company,Stout
Chernobyl Tea,American-Style Imperial Stout,13.0,60.0,Black Lotus Brewing Company,Stout
Cherry Amore,Semi-Sweet Mead,12.0,1.0,St. Ambrose Cellars,Mead
Cherry BB TBK,American-Style Imperial Stout,11.5,80.0,Upland Brewing Company,Stout
Cherry Bourbonic,Wood- and Barrel-Aged Sour Beer,13.4,60.0,Cascade Brewing,Ale
Cherry Chipotle,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Cherry Chipotle Melomel,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Cherry Oud Bruin,Other Belgian-Style Ales,12.5,40.0,Kuhnhenn Brewing,Ale
Cherry Rye Bourbon County,American-Style Imperial Stout,13.7,60.0,Goose Island Beer Company,Stout
Chicago Drive-By,American-Style Imperial Stout,12.8,60.0,Pike 51 Brewing Company,Stout
Chiron's Flame,Belgian-Style Dark Strong Ale,11.5,40.0,Jackie O's Pub and Brewery,Ale
Chocolate Obsession,American-Style Imperial Stout,11.5,60.0,Lickinghole Creek Craft Brewery,Stout
Chocolate Rain,American-Style Imperial Stout,18.5,60.0,The Bruery,Stout
Chocolate Rasberry Bourbon Barrel Aged Siberius Maximus,American-Style Imperial Stout,12.5,60.0,Wrecking Bar Brewpub,Stout
Chocolate Salty BBLS,American-Style Imperial Stout,16.4,60.0,The Bruery,Stout
Chocolatized,Chocolate / Cocoa-Flavored Beer,11.2,52.5,Pisgah Brewing Company,Special
Christmas Bomb (2017),American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Chronology: 12,Wood- and Barrel-Aged Beer,16.7,60.0,The Bruery,Stout
Chronology: 18,Wood- and Barrel-Aged Beer,16.6,60.0,The Bruery,Stout
Chronology: 6,Wood- and Barrel-Aged Beer,16.7,60.0,The Bruery,Stout
Chronology: 6 (2017),Wood- and Barrel-Aged Dark Beer,12.6,35.0,The Bruery,Stout
Churchill's Finest Hour,American-Style Imperial Stout,13.5,60.0,Port Brewing Company,Stout
Cinnamonk,American-Style Sour Ale,12.1,40.0,Bruery Terreux,Ale
Cinnsanity,American-Style Barley Wine Ale,13.3,40.0,Weyerbacher Brewing Company,Ale
Civilization,British-Style Barley Wine Ale,12.0,40.0,Wild Heaven Beer,Ale
Clare's Right Hook Bourbon Barrel Aged Barleywine,American-Style Barley Wine Ale,12.5,40.0,Haymarket Pub & Brewery,Ale
Cletus,Wood- and Barrel-Aged Beer,12.5,60.0,Oxbow Brewing Company,Stout
Clown King,American-Style Barley Wine Ale,12.0,40.0,BrewDog,Ale
Coal Train,American-Style Imperial Stout,12.0,60.0,O'Fallon Brewery,Stout
Coco Illuminatos,American-Style Imperial Stout,11.3,60.0,Lickinghole Creek Craft Brewery,Stout
Cocoa Cacao,American-Style Imperial Stout,11.5,60.0,Stillwater Artisanal Ales,Stout
Cocoa Retribution,American-Style Imperial Stout,11.5,60.0,DuClaw Brewing Company,Stout
Cocoa Vanilla Retribution,American-Style Imperial Stout,11.5,60.0,DuClaw Brewing Company,Stout
Coconut Quadrupel Ale,Belgian-Style Quadrupel,11.2,25.0,Lickinghole Creek Craft Brewery,Trappist
Coffee Blaecorn,American-Style Imperial Stout,12.5,60.0,Clown Shoes Beer,Stout
Cognac Barrel Aged Coffee Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Cognac Barrel Aged Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Cognac Barrel Aged Dark Lord De Muerte,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Cognac Barrel Hypnopompa,American-Style Imperial Stout,13.2,60.0,Omnipollo,Stout
Cognac Barrel-aged Blond Ale (Brew #2),Belgian-Style Blonde Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Lager
Cold War,British-Style Imperial Stout,12.1,60.0,Urban Legend Brewing Company,Stout
Collaboration No. 6 - Barrel-Aged Blend,Wood- and Barrel-Aged Beer,12.5,22.0,Boulevard Brewing Company,Stout
Collaboration Without Representation,American-Style Imperial Stout,12.8,60.0,Deep River Brewing Company,Stout
Colossal Oversight,American-Style Barley Wine Ale,12.0,40.0,Odd Side Ales,Ale
Colossus,American-Style Strong Pale Ale,17.3,70.0,DuClaw Brewing Company,Ale
Commander,American-Style Barley Wine Ale,12.5,75.0,Lift Bridge Brewing Co.,Ale
Concussion Protocol,Belgian-Style Quadrupel,11.4,25.0,Westfax Brewing Company,Trappist
Cordial Julian,American-Style Imperial Stout,12.0,60.0,Actual Brewing Co.,Stout
Coton,Old Ale,14.5,45.0,The Bruery,Ale
Country Western Vol. 3,Imperial Red Ale,13.0,40.0,West Sixth Brewing,Ale
Crafted Regeneration,Open Category Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Cranberry Pomegranate Mead,Sweet Mead,12.0,1.0,Phantom Ales,Mead
Cranium,Oatmeal Stout,11.5,60.0,Triple Digit Brewing Company,Stout
Crasher in the Rye,Rye Ale or Lager with or without Yeast,11.5,17.0,Clown Shoes Beer,Lager
Creative Destruction,French & Belgian-Style Saison,11.5,55.0,Flying Dog Brewery,Session
Crowded Anniversary,Wood- and Barrel-Aged Beer,11.5,60.0,Wiens Brewing Company,Stout
Cru D'etat,Wood- and Barrel-Aged Strong Beer,11.5,60.0,Ska Brewing Company,Ale
Crunchy Hippie,American-Style Brown Ale,63.8,40.0,Earnest Brew Works,Ale
Csar,American-Style Imperial Stout,12.0,90.0,Tin Man Brewing Company,Stout
CTAYT   Barrel Aged Russian Imperial Stout,American-Style Imperial Stout,12.8,75.0,AC Golden Brewing Company,Stout
Cthulhu the Dread,American-Style Imperial Porter,14.0,34.0,Reaver Beach Brewing Company,Porter
Cuir,Old Ale,14.5,45.0,The Bruery,Ale
Cuivre,Old Ale,16.2,25.0,The Bruery,Ale
CULT 001: Sassy Sour Little Bitch! (Ghost 269),French & Belgian-Style Saison,12.5,38.0,Adroit Theory Brewing Company,Session
Curmudgeon’s Better Half,Old Ale,11.9,40.0,Founders Brewing Company,Ale
Cuvée d'Erpigny,Belgian-Style Quadrupel,15.0,25.0,Alvinne Picobrouwerij,Trappist
Cuvée de Mortagne,Belgian-Style Quadrupel,14.0,25.0,Alvinne Picobrouwerij,Trappist
Cuvee Delphine,American-Style Imperial Stout,13.0,60.0,De Struise,Stout
Cyser,Fruit Cider,12.0,1.0,Bishop Cider Company,Cider
Cyser,Cyser (Apple Melomel),15.0,1.0,The Saint Louis Brewery (Schlafly),Cider
Cyser,Sweet Mead,13.0,1.0,Brothers Drake Meadery,Mead
Czar Brew,American-Style Stout,11.9,60.0,Sprecher Brewing Company,Stout
D's Nuts,Oatmeal Stout,12.0,60.0,To Øl,Stout
"Damage, Inc. Imperial Stout",American-Style Imperial Stout,12.1,60.0,Half Moon Bay Brewing,Stout
Dancing Goat,Open Category Mead,12.0,1.0,Superstition Meadery,Mead
Danke Imperial IPA,Imperial or Double India Pale Ale,13.1,90.0,North High Brewing,India Pale Ale
Dark Arts Imperial Stout (Aged In Tequila Barrels W/ Espresso),American-Style Imperial Stout,15.0,60.0,Wicked Weed Brewing Company,Stout
Dark Arts Imperial Stout (Aged In Tequila Barrels),American-Style Imperial Stout,15.0,60.0,Wicked Weed Brewing Company,Stout
DARK DAYS,American-Style Imperial Stout,14.3,60.0,Iron Fist Brewing Company,Stout
Dark Days,Wood- and Barrel-Aged Strong Beer,14.3,60.0,Iron Fist Brewing Company,Ale
Dark Heathen Triple Bock,German-Style Doppelbock,12.0,28.0,Dragonmead Microbrewery,Lager
Dark Heathen Triple Bock,Traditional German-Style Bock,12.5,17.0,Kuhnhenn Brewing,Lager
Dark Horse,American-Style Imperial Stout,11.3,55.0,Knee Deep Brewing Company,Stout
Dark Knight,Wood- and Barrel-Aged Beer,12.0,60.0,Barley John's Brewpub,Stout
